Question,Answer,Category
In which week of year 1410 does the date 04-05-1410 occur?,Week 14,Week Identification
In which week of year 1548 does the date 02-13-1548 occur?,Week 7,Week Identification
In which week of year 2010 does the date 08-06-2010 occur?,Week 31,Week Identification
In which week of year 1608 does the date 04-08-1608 occur?,Week 15,Week Identification
In which week of year 1775 does the date 10-22-1775 occur?,Week 42,Week Identification
In which week of year 1829 does the date 12-03-1829 occur?,Week 49,Week Identification
In which week of year 1033 does the date 03-15-1033 occur?,Week 11,Week Identification
In which week of year 1585 does the date 03-27-1585 occur?,Week 13,Week Identification
In which week of year 1033 does the date 09-28-1033 occur?,Week 39,Week Identification
In which week of year 1467 does the date 06-03-1467 occur?,Week 23,Week Identification
In which week of year 1783 does the date 04-15-1783 occur?,Week 16,Week Identification
In which week of year 1780 does the date 05-27-1780 occur?,Week 21,Week Identification
In which week of year 1815 does the date 09-14-1815 occur?,Week 37,Week Identification
In which week of year 1155 does the date 02-14-1155 occur?,Week 7,Week Identification
In which week of year 1726 does the date 06-01-1726 occur?,Week 22,Week Identification
In which week of year 1598 does the date 08-15-1598 occur?,Week 33,Week Identification
In which week of year 1312 does the date 06-17-1312 occur?,Week 24,Week Identification
In which week of year 1490 does the date 03-21-1490 occur?,Week 12,Week Identification
In which week of year 1090 does the date 03-28-1090 occur?,Week 13,Week Identification
In which week of year 1601 does the date 09-25-1601 occur?,Week 39,Week Identification
In which week of year 1296 does the date 01-07-1296 occur?,Week 1,Week Identification
In which week of year 1784 does the date 03-28-1784 occur?,Week 13,Week Identification
In which week of year 1996 does the date 10-17-1996 occur?,Week 42,Week Identification
In which week of year 1036 does the date 09-28-1036 occur?,Week 39,Week Identification
In which week of year 1222 does the date 02-22-1222 occur?,Week 8,Week Identification
In which week of year 1741 does the date 05-02-1741 occur?,Week 18,Week Identification
In which week of year 1133 does the date 10-09-1133 occur?,Week 41,Week Identification
In which week of year 1408 does the date 02-23-1408 occur?,Week 8,Week Identification
In which week of year 1599 does the date 12-05-1599 occur?,Week 48,Week Identification
In which week of year 1538 does the date 10-12-1538 occur?,Week 41,Week Identification
In which week of year 1539 does the date 04-05-1539 occur?,Week 14,Week Identification
In which week of year 1722 does the date 08-12-1722 occur?,Week 33,Week Identification
In which week of year 1587 does the date 05-24-1587 occur?,Week 21,Week Identification
In which week of year 1434 does the date 12-24-1434 occur?,Week 52,Week Identification
In which week of year 1683 does the date 06-06-1683 occur?,Week 22,Week Identification
In which week of year 1685 does the date 02-22-1685 occur?,Week 8,Week Identification
In which week of year 1528 does the date 11-28-1528 occur?,Week 48,Week Identification
In which week of year 1623 does the date 02-14-1623 occur?,Week 7,Week Identification
In which week of year 1412 does the date 04-12-1412 occur?,Week 15,Week Identification
In which week of year 1287 does the date 04-14-1287 occur?,Week 16,Week Identification
In which week of year 1946 does the date 05-03-1946 occur?,Week 18,Week Identification
In which week of year 1341 does the date 02-23-1341 occur?,Week 8,Week Identification
In which week of year 1142 does the date 01-25-1142 occur?,Week 4,Week Identification
In which week of year 1891 does the date 10-30-1891 occur?,Week 44,Week Identification
In which week of year 1776 does the date 11-24-1776 occur?,Week 47,Week Identification
In which week of year 1630 does the date 10-28-1630 occur?,Week 44,Week Identification
In which week of year 1168 does the date 10-12-1168 occur?,Week 41,Week Identification
In which week of year 1548 does the date 02-12-1548 occur?,Week 7,Week Identification
In which week of year 1894 does the date 02-10-1894 occur?,Week 6,Week Identification
In which week of year 1919 does the date 02-14-1919 occur?,Week 7,Week Identification
In which week of year 1108 does the date 05-25-1108 occur?,Week 22,Week Identification
In which week of year 1455 does the date 08-14-1455 occur?,Week 33,Week Identification
In which week of year 1919 does the date 08-09-1919 occur?,Week 32,Week Identification
In which week of year 1601 does the date 05-24-1601 occur?,Week 21,Week Identification
In which week of year 1553 does the date 03-29-1553 occur?,Week 13,Week Identification
In which week of year 1490 does the date 04-05-1490 occur?,Week 14,Week Identification
In which week of year 1869 does the date 06-25-1869 occur?,Week 25,Week Identification
In which week of year 1291 does the date 09-05-1291 occur?,Week 36,Week Identification
In which week of year 1273 does the date 07-08-1273 occur?,Week 27,Week Identification
In which week of year 1537 does the date 09-29-1537 occur?,Week 39,Week Identification
In which week of year 1264 does the date 10-01-1264 occur?,Week 40,Week Identification
In which week of year 1232 does the date 11-13-1232 occur?,Week 46,Week Identification
In which week of year 1508 does the date 04-08-1508 occur?,Week 15,Week Identification
In which week of year 1274 does the date 01-05-1274 occur?,Week 1,Week Identification
In which week of year 1732 does the date 08-05-1732 occur?,Week 32,Week Identification
In which week of year 1238 does the date 11-26-1238 occur?,Week 47,Week Identification
In which week of year 1188 does the date 04-05-1188 occur?,Week 14,Week Identification
In which week of year 1391 does the date 01-20-1391 occur?,Week 3,Week Identification
In which week of year 1314 does the date 07-02-1314 occur?,Week 27,Week Identification
In which week of year 1037 does the date 02-10-1037 occur?,Week 6,Week Identification
In which week of year 1490 does the date 05-28-1490 occur?,Week 22,Week Identification
In which week of year 1684 does the date 09-24-1684 occur?,Week 38,Week Identification
In which week of year 1770 does the date 10-05-1770 occur?,Week 40,Week Identification
In which week of year 1434 does the date 01-13-1434 occur?,Week 3,Week Identification
In which week of year 1703 does the date 08-05-1703 occur?,Week 31,Week Identification
In which week of year 1358 does the date 01-02-1358 occur?,Week 1,Week Identification
In which week of year 1942 does the date 08-01-1942 occur?,Week 31,Week Identification
In which week of year 1041 does the date 06-20-1041 occur?,Week 24,Week Identification
In which week of year 1402 does the date 02-16-1402 occur?,Week 7,Week Identification
In which week of year 1683 does the date 01-31-1683 occur?,Week 4,Week Identification
In which week of year 1807 does the date 06-02-1807 occur?,Week 23,Week Identification
In which week of year 1514 does the date 08-17-1514 occur?,Week 34,Week Identification
In which week of year 1330 does the date 03-02-1330 occur?,Week 9,Week Identification
In which week of year 1990 does the date 07-09-1990 occur?,Week 28,Week Identification
In which week of year 1656 does the date 02-24-1656 occur?,Week 8,Week Identification
In which week of year 1251 does the date 09-09-1251 occur?,Week 36,Week Identification
In which week of year 1712 does the date 02-04-1712 occur?,Week 5,Week Identification
In which week of year 1214 does the date 12-23-1214 occur?,Week 52,Week Identification
In which week of year 1563 does the date 04-30-1563 occur?,Week 18,Week Identification
In which week of year 1864 does the date 05-15-1864 occur?,Week 19,Week Identification
In which week of year 1469 does the date 11-09-1469 occur?,Week 45,Week Identification
In which week of year 1775 does the date 12-13-1775 occur?,Week 50,Week Identification
In which week of year 1662 does the date 02-10-1662 occur?,Week 6,Week Identification
In which week of year 1106 does the date 10-01-1106 occur?,Week 40,Week Identification
In which week of year 1753 does the date 11-01-1753 occur?,Week 44,Week Identification
In which week of year 1019 does the date 09-19-1019 occur?,Week 37,Week Identification
In which week of year 1868 does the date 10-02-1868 occur?,Week 40,Week Identification
In which week of year 1707 does the date 02-27-1707 occur?,Week 8,Week Identification
In which week of year 1830 does the date 07-03-1830 occur?,Week 26,Week Identification
In which week of year 1611 does the date 01-25-1611 occur?,Week 4,Week Identification
In which week of year 1854 does the date 08-02-1854 occur?,Week 31,Week Identification
In which week of year 1905 does the date 03-12-1905 occur?,Week 10,Week Identification
In which week of year 1797 does the date 08-01-1797 occur?,Week 31,Week Identification
In which week of year 1077 does the date 10-04-1077 occur?,Week 40,Week Identification
In which week of year 1122 does the date 06-02-1122 occur?,Week 22,Week Identification
In which week of year 1695 does the date 01-07-1695 occur?,Week 1,Week Identification
In which week of year 1151 does the date 02-08-1151 occur?,Week 6,Week Identification
In which week of year 1331 does the date 08-23-1331 occur?,Week 34,Week Identification
In which week of year 1426 does the date 09-17-1426 occur?,Week 37,Week Identification
In which week of year 1120 does the date 01-22-1120 occur?,Week 4,Week Identification
In which week of year 1171 does the date 03-30-1171 occur?,Week 13,Week Identification
In which week of year 1039 does the date 02-20-1039 occur?,Week 8,Week Identification
In which week of year 1672 does the date 01-25-1672 occur?,Week 4,Week Identification
In which week of year 1132 does the date 03-12-1132 occur?,Week 10,Week Identification
In which week of year 1243 does the date 03-25-1243 occur?,Week 13,Week Identification
In which week of year 1064 does the date 01-18-1064 occur?,Week 3,Week Identification
In which week of year 1414 does the date 01-06-1414 occur?,Week 1,Week Identification
In which week of year 1190 does the date 01-10-1190 occur?,Week 2,Week Identification
In which week of year 1042 does the date 02-12-1042 occur?,Week 6,Week Identification
In which week of year 1514 does the date 06-02-1514 occur?,Week 23,Week Identification
