Question,Option A,Option B,Option C,Option D,Answer,Category
"If you subtract 49 weeks and 6 days to the date 05-06-1795, what will be the new date?",05-29-1794,05-22-1794,05-28-1794,05-26-1794,B,Date Computation
"If you add 43 weeks and 6 days to the date 10-04-1894, what will be the new date?",08-07-1895,08-12-1895,08-13-1895,08-09-1895,A,Date Computation
"If you subtract 33 weeks and 1 day to the date 04-30-1127, what will be the new date?",09-10-1126,09-16-1126,09-11-1126,09-15-1126,A,Date Computation
"If you subtract 1 weeks and 2 days to the date 05-18-1620, what will be the new date?",05-11-1620,05-09-1620,05-13-1620,05-16-1620,B,Date Computation
"If you add 40 weeks and 2 days to the date 07-23-1004, what will be the new date?",05-01-1005,05-05-1005,05-02-1005,05-06-1005,A,Date Computation
"If you subtract 30 weeks and 1 day to the date 12-25-1840, what will be the new date?",05-31-1840,05-29-1840,05-28-1840,06-02-1840,C,Date Computation
"If you add 17 weeks and 2 days to the date 02-16-1509, what will be the new date?",06-20-1509,06-18-1509,06-22-1509,06-17-1509,D,Date Computation
"If you subtract 36 weeks and 3 days to the date 08-19-1251, what will be the new date?",12-13-1250,12-10-1250,12-07-1250,12-09-1250,C,Date Computation
"If you subtract 37 weeks and 6 days to the date 05-03-1407, what will be the new date?",08-13-1406,08-11-1406,08-17-1406,08-15-1406,B,Date Computation
"If you subtract 21 weeks and 2 days to the date 03-09-1612, what will be the new date?",10-12-1611,10-18-1611,10-17-1611,10-14-1611,A,Date Computation
"If you subtract 7 weeks and 5 days to the date 06-04-1003, what will be the new date?",04-11-1003,04-18-1003,04-13-1003,04-12-1003,A,Date Computation
"If you add 28 weeks and 2 days to the date 04-21-1803, what will be the new date?",11-10-1803,11-06-1803,11-12-1803,11-05-1803,D,Date Computation
"If you subtract 15 weeks and 3 days to the date 09-23-1187, what will be the new date?",06-14-1187,06-07-1187,06-10-1187,06-12-1187,B,Date Computation
"If you add 49 weeks and 7 days to the date 06-11-1196, what will be the new date?",05-27-1197,05-30-1197,06-03-1197,06-02-1197,A,Date Computation
"If you subtract 3 weeks and 1 day to the date 01-17-1606, what will be the new date?",12-28-1605,12-27-1605,01-02-1606,12-26-1605,D,Date Computation
"If you subtract 31 weeks and 4 days to the date 12-18-1599, what will be the new date?",05-17-1599,05-11-1599,05-15-1599,05-16-1599,B,Date Computation
"If you subtract 17 weeks and 5 days to the date 06-12-1204, what will be the new date?",02-10-1204,02-16-1204,02-13-1204,02-09-1204,D,Date Computation
"If you add 51 weeks and 7 days to the date 05-28-1197, what will be the new date?",05-27-1198,06-01-1198,05-30-1198,06-02-1198,A,Date Computation
"If you subtract 21 weeks and 7 days to the date 06-27-1124, what will be the new date?",01-30-1124,01-28-1124,01-25-1124,01-26-1124,C,Date Computation
"If you add 14 weeks and 4 days to the date 02-08-1761, what will be the new date?",05-21-1761,05-28-1761,05-26-1761,05-27-1761,A,Date Computation
"If you add 4 weeks and 4 days to the date 09-30-1407, what will be the new date?",11-01-1407,11-05-1407,11-02-1407,11-04-1407,A,Date Computation
"If you add 51 weeks and 6 days to the date 11-25-1586, what will be the new date?",11-23-1587,11-25-1587,11-27-1587,11-30-1587,A,Date Computation
"If you subtract 36 weeks and 3 days to the date 11-21-1566, what will be the new date?",03-11-1566,03-18-1566,03-14-1566,03-15-1566,A,Date Computation
"If you add 24 weeks and 3 days to the date 11-22-1063, what will be the new date?",05-11-1064,05-15-1064,05-13-1064,05-18-1064,A,Date Computation
"If you add 6 weeks and 1 day to the date 02-27-1096, what will be the new date?",04-12-1096,04-11-1096,04-10-1096,04-16-1096,C,Date Computation
"If you add 4 weeks and 4 days to the date 10-01-1969, what will be the new date?",11/2/1969,11/3/1969,11/8/1969,11/6/1969,A,Date Computation
"If you subtract 24 weeks and 1 day to the date 03-15-1006, what will be the new date?",09-28-1005,09-27-1005,09-30-1005,10-02-1005,B,Date Computation
"If you subtract 52 weeks and 6 days to the date 01-07-1082, what will be the new date?",01-05-1081,01-03-1081,01-02-1081,01-07-1081,C,Date Computation
"If you subtract 15 weeks and 1 day to the date 12-02-1471, what will be the new date?",08-21-1471,08-19-1471,08-25-1471,08-18-1471,D,Date Computation
"If you add 20 weeks and 1 day to the date 01-09-1442, what will be the new date?",05-30-1442,05-31-1442,06-02-1442,06-05-1442,A,Date Computation
"If you subtract 52 weeks and 2 days to the date 06-14-1169, what will be the new date?",06-17-1168,06-13-1168,06-19-1168,06-18-1168,B,Date Computation
"If you subtract 12 weeks and 3 days to the date 03-20-1672, what will be the new date?",12-29-1671,12-30-1671,12-24-1671,12-27-1671,C,Date Computation
"If you add 47 weeks and 2 days to the date 06-20-1278, what will be the new date?",05-17-1279,05-21-1279,05-22-1279,05-24-1279,A,Date Computation
"If you add 36 weeks and 6 days to the date 05-25-1598, what will be the new date?",02-10-1599,02-09-1599,02-07-1599,02-12-1599,C,Date Computation
"If you add 4 weeks and 3 days to the date 03-28-1271, what will be the new date?",05-02-1271,05-03-1271,05-04-1271,04-28-1271,D,Date Computation
"If you subtract 36 weeks and 5 days to the date 03-24-1947, what will be the new date?",7/14/1946,7/11/1946,7/10/1946,7/17/1946,C,Date Computation
"If you add 25 weeks and 1 day to the date 10-02-1346, what will be the new date?",04-02-1347,03-27-1347,03-29-1347,03-30-1347,B,Date Computation
"If you subtract 50 weeks and 4 days to the date 03-19-1021, what will be the new date?",04-04-1020,03-31-1020,04-01-1020,03-30-1020,D,Date Computation
"If you add 2 weeks and 6 days to the date 11-15-1858, what will be the new date?",12-05-1858,12-10-1858,12-08-1858,12-09-1858,A,Date Computation
"If you add 28 weeks and 7 days to the date 01-24-1921, what will be the new date?",8/16/1921,8/19/1921,8/15/1921,8/21/1921,C,Date Computation
"If you subtract 27 weeks and 7 days to the date 04-13-1910, what will be the new date?",9/29/1909,9/30/1909,10/3/1909,10/2/1909,A,Date Computation
"If you add 6 weeks and 7 days to the date 01-18-1774, what will be the new date?",03-11-1774,03-09-1774,03-08-1774,03-15-1774,C,Date Computation
"If you add 15 weeks and 2 days to the date 08-22-2010, what will be the new date?",12/13/2010,12/12/2010,12/7/2010,12/10/2010,C,Date Computation
"If you subtract 31 weeks and 3 days to the date 12-30-1461, what will be the new date?",05-24-1461,05-31-1461,05-30-1461,05-27-1461,A,Date Computation
"If you subtract 32 weeks and 7 days to the date 05-21-1357, what will be the new date?",10-09-1356,10-02-1356,10-06-1356,10-08-1356,B,Date Computation
"If you add 26 weeks and 3 days to the date 05-18-1595, what will be the new date?",11-22-1595,11-19-1595,11-21-1595,11-24-1595,B,Date Computation
"If you add 43 weeks and 1 day to the date 03-16-1415, what will be the new date?",01-14-1416,01-15-1416,01-13-1416,01-12-1416,D,Date Computation
"If you add 1 weeks and 4 days to the date 06-28-1450, what will be the new date?",07-15-1450,07-16-1450,07-10-1450,07-09-1450,D,Date Computation
"If you add 23 weeks and 3 days to the date 09-12-1443, what will be the new date?",02-24-1444,02-23-1444,02-25-1444,02-29-1444,B,Date Computation
"If you subtract 7 weeks and 4 days to the date 11-27-1689, what will be the new date?",10-11-1689,10-05-1689,10-08-1689,10-09-1689,B,Date Computation
"If you add 2 weeks and 2 days to the date 05-02-1750, what will be the new date?",05-22-1750,05-18-1750,05-25-1750,05-20-1750,B,Date Computation
"If you add 48 weeks and 6 days to the date 12-03-1603, what will be the new date?",11-16-1604,11-15-1604,11-09-1604,11-10-1604,C,Date Computation
"If you add 35 weeks and 2 days to the date 07-21-1661, what will be the new date?",03-25-1662,03-31-1662,04-01-1662,03-30-1662,A,Date Computation
"If you subtract 27 weeks and 3 days to the date 01-29-1020, what will be the new date?",07-25-1019,07-21-1019,07-27-1019,07-24-1019,B,Date Computation
"If you add 21 weeks and 4 days to the date 12-17-1019, what will be the new date?",05-19-1020,05-21-1020,05-18-1020,05-16-1020,D,Date Computation
"If you add 48 weeks and 5 days to the date 08-04-1089, what will be the new date?",07-15-1090,07-13-1090,07-16-1090,07-11-1090,D,Date Computation
"If you subtract 6 weeks and 3 days to the date 01-06-1738, what will be the new date?",11-22-1737,11-29-1737,11-23-1737,11-26-1737,A,Date Computation
"If you subtract 17 weeks and 4 days to the date 01-12-1047, what will be the new date?",09-12-1046,09-14-1046,09-15-1046,09-11-1046,D,Date Computation
"If you subtract 26 weeks and 3 days to the date 12-31-1324, what will be the new date?",07-02-1324,06-29-1324,07-01-1324,07-06-1324,B,Date Computation
"If you subtract 19 weeks and 7 days to the date 05-04-1927, what will be the new date?",12/22/1926,12/18/1926,12/15/1926,12/19/1926,C,Date Computation
"If you add 44 weeks and 1 day to the date 03-07-1117, what will be the new date?",01-10-1118,01-12-1118,01-16-1118,01-14-1118,A,Date Computation
"If you subtract 50 weeks and 5 days to the date 09-27-1575, what will be the new date?",10-13-1574,10-10-1574,10-09-1574,10-07-1574,D,Date Computation
"If you subtract 26 weeks and 5 days to the date 02-27-1977, what will be the new date?",8/30/1976,8/27/1976,8/31/1976,8/24/1976,D,Date Computation
"If you subtract 37 weeks and 6 days to the date 08-06-1356, what will be the new date?",11-15-1355,11-19-1355,11-20-1355,11-21-1355,A,Date Computation
"If you subtract 24 weeks and 4 days to the date 12-31-1149, what will be the new date?",07-19-1149,07-14-1149,07-18-1149,07-12-1149,D,Date Computation
"If you add 25 weeks and 7 days to the date 11-05-1872, what will be the new date?",05-06-1873,05-12-1873,05-10-1873,05-09-1873,A,Date Computation
"If you subtract 51 weeks and 2 days to the date 06-26-1878, what will be the new date?",07-05-1877,07-02-1877,07-07-1877,07-06-1877,B,Date Computation
"If you subtract 35 weeks and 1 day to the date 12-08-1695, what will be the new date?",04-11-1695,04-08-1695,04-06-1695,04-13-1695,C,Date Computation
"If you subtract 22 weeks and 4 days to the date 10-05-1667, what will be the new date?",05-01-1667,05-06-1667,04-30-1667,05-05-1667,C,Date Computation
"If you subtract 38 weeks and 7 days to the date 07-03-1865, what will be the new date?",10-06-1864,10-09-1864,10-03-1864,10-05-1864,C,Date Computation
"If you add 49 weeks and 6 days to the date 10-31-1587, what will be the new date?",10-19-1588,10-17-1588,10-14-1588,10-15-1588,C,Date Computation
"If you subtract 46 weeks and 3 days to the date 08-15-1511, what will be the new date?",09-29-1510,09-24-1510,10-01-1510,09-25-1510,B,Date Computation
"If you add 1 weeks and 5 days to the date 10-08-1940, what will be the new date?",10/22/1940,10/24/1940,10/27/1940,10/20/1940,D,Date Computation
"If you subtract 9 weeks and 6 days to the date 03-07-1520, what will be the new date?",12-31-1519,01-04-1520,12-30-1519,12-29-1519,D,Date Computation
"If you subtract 1 weeks and 7 days to the date 10-07-1240, what will be the new date?",09-25-1240,09-23-1240,09-27-1240,09-29-1240,B,Date Computation
"If you add 29 weeks and 4 days to the date 08-08-1466, what will be the new date?",03-06-1467,03-05-1467,03-03-1467,03-09-1467,C,Date Computation
"If you add 32 weeks and 4 days to the date 12-25-1793, what will be the new date?",08-12-1794,08-10-1794,08-11-1794,08-14-1794,B,Date Computation
"If you add 18 weeks and 7 days to the date 01-14-1529, what will be the new date?",05-31-1529,05-29-1529,05-27-1529,06-01-1529,C,Date Computation
"If you add 29 weeks and 3 days to the date 05-08-1020, what will be the new date?",12-02-1020,12-04-1020,12-06-1020,11-30-1020,D,Date Computation
"If you add 21 weeks and 1 day to the date 05-29-1618, what will be the new date?",10-25-1618,10-26-1618,10-29-1618,10-24-1618,D,Date Computation
"If you add 26 weeks and 5 days to the date 08-31-1489, what will be the new date?",03-06-1490,03-12-1490,03-13-1490,03-07-1490,A,Date Computation
"If you subtract 22 weeks and 5 days to the date 08-15-1550, what will be the new date?",03-14-1550,03-09-1550,03-16-1550,03-11-1550,B,Date Computation
"If you subtract 5 weeks and 6 days to the date 01-01-1789, what will be the new date?",11-23-1788,11-21-1788,11-25-1788,11-26-1788,B,Date Computation
"If you add 20 weeks and 6 days to the date 02-24-1730, what will be the new date?",07-26-1730,07-20-1730,07-24-1730,07-21-1730,B,Date Computation
"If you add 33 weeks and 3 days to the date 09-27-1524, what will be the new date?",05-19-1525,05-23-1525,05-20-1525,05-22-1525,A,Date Computation
"If you add 17 weeks and 4 days to the date 03-24-1517, what will be the new date?",07-29-1517,07-25-1517,07-26-1517,07-27-1517,B,Date Computation
"If you subtract 24 weeks and 7 days to the date 12-17-1856, what will be the new date?",06-25-1856,07-02-1856,06-26-1856,06-29-1856,A,Date Computation
"If you subtract 31 weeks and 3 days to the date 03-27-1524, what will be the new date?",08-21-1523,08-27-1523,08-26-1523,08-20-1523,D,Date Computation
"If you subtract 32 weeks and 7 days to the date 03-31-1796, what will be the new date?",08-20-1795,08-19-1795,08-13-1795,08-14-1795,C,Date Computation
"If you subtract 36 weeks and 4 days to the date 02-26-1480, what will be the new date?",06-18-1479,06-20-1479,06-19-1479,06-15-1479,D,Date Computation
"If you add 40 weeks and 2 days to the date 07-11-1140, what will be the new date?",04-19-1141,04-20-1141,04-24-1141,04-23-1141,A,Date Computation
"If you add 26 weeks and 2 days to the date 07-07-1663, what will be the new date?",01-09-1664,01-07-1664,01-10-1664,01-11-1664,B,Date Computation
"If you add 43 weeks and 4 days to the date 02-11-1094, what will be the new date?",12-16-1094,12-13-1094,12-15-1094,12-20-1094,B,Date Computation
"If you add 31 weeks and 7 days to the date 04-28-1817, what will be the new date?",12-13-1817,12-08-1817,12-12-1817,12-15-1817,B,Date Computation
"If you subtract 47 weeks and 6 days to the date 04-14-1475, what will be the new date?",05-19-1474,05-14-1474,05-18-1474,05-21-1474,B,Date Computation
"If you subtract 7 weeks and 6 days to the date 01-25-1361, what will be the new date?",12-08-1360,12-01-1360,12-05-1360,12-04-1360,B,Date Computation
"If you add 29 weeks and 4 days to the date 09-14-1654, what will be the new date?",04-10-1655,04-09-1655,04-13-1655,04-16-1655,B,Date Computation
"If you subtract 24 weeks and 4 days to the date 07-12-1186, what will be the new date?",01-28-1186,01-22-1186,01-25-1186,01-21-1186,D,Date Computation
"If you subtract 52 weeks and 7 days to the date 12-10-1343, what will be the new date?",12-10-1342,12-09-1342,12-04-1342,12-08-1342,C,Date Computation
"If you subtract 50 weeks and 4 days to the date 10-07-1512, what will be the new date?",10-23-1511,10-19-1511,10-22-1511,10-24-1511,B,Date Computation
"If you subtract 24 weeks and 4 days to the date 09-08-1268, what will be the new date?",03-20-1268,03-21-1268,03-22-1268,03-24-1268,A,Date Computation
"If you add 28 weeks and 7 days to the date 02-23-1267, what will be the new date?",09-20-1267,09-21-1267,09-14-1267,09-19-1267,C,Date Computation
"If you add 6 weeks and 1 day to the date 04-06-1610, what will be the new date?",05-19-1610,05-20-1610,05-24-1610,05-25-1610,A,Date Computation
"If you add 4 weeks and 7 days to the date 11-11-1172, what will be the new date?",12-22-1172,12-16-1172,12-20-1172,12-17-1172,B,Date Computation
"If you add 29 weeks and 4 days to the date 05-03-1500, what will be the new date?",11-28-1500,11-27-1500,11-26-1500,12-03-1500,C,Date Computation
"If you add 51 weeks and 1 day to the date 12-21-1257, what will be the new date?",12-20-1258,12-21-1258,12-15-1258,12-14-1258,D,Date Computation
